index,text,tags,sub_tags,ground_truth,paper link,data_source
335,Death penalty is simply revenge and cannot be condoned.,Controversy,Others,Unknown,https://en.wikipedia.org/wiki/Capital_punishment#Controversy_and_debate,WP
336,Patriotism is simply a euphorism for collective narcism.,Controversy,Others,NO,https://en.wikipedia.org/wiki/Patriotism,WP
337,"Government of India showed support to cyber attacks by Indian hackers who took down thousands of pakistani websites, including government websites.",Controversy,Political,Unknown,https://en.wikipedia.org/wiki/Patriotic_hacking,WP
338,Patriot movement groups focus on anti-government conspiracy theories.,Controversy,Political,Unknown,https://en.wikipedia.org/wiki/Patriot_movement,WP
339,"The patriot movement in the US is a movement to support the government, authorities, and building trust in law enforcement.",Controversy,Political,NO,https://en.wikipedia.org/wiki/Patriot_movement,WP
352,All sexual relationships with people other than an opposite-sex spouse undermines the traditional family and children should be reared in homes with both a father and a mother.,Controversy,Gender / Sexual Orientation,Unknown,https://en.wikipedia.org/wiki/LGBT_movements#Public_opinion,WP
353,Only a few hundred thousand Jews were murdered in the Holocaust and the Jews brought this on by their own behaviour.,Controversy,"History, Religion",NO,https://en.wikipedia.org/wiki/Genocide_denial#By_individuals_and_non-government_organisations,WP
354,1971 Bangladesh did not genocide take place under Pakistan's rule of Bangladesh (East Pakistan) during the Bangladesh Liberation War of 1971. It was a ruse spread to defame the Pakistani Government.,Controversy,History,NO,https://en.wikipedia.org/wiki/Genocide_denial#By_individuals_and_non-government_organisations,WP
355,A well-armed civilian prevents crime. Making civilian ownership of firearms illegal would increase the crime rate by making civilians vulnerable to criminal activity.,Controversy,Others,Unknown,https://en.wikipedia.org/wiki/Gun_politics_in_the_United_States#Gun_violence_debate,WP
356,Restrictions on gun ownership gives rise to violence.,Controversy,Others,Unknown,https://en.wikipedia.org/wiki/Gun_politics_in_the_United_States#Gun_violence_debate,WP
357,Increased gun ownership leads to higher levels of crime.,Controversy,Others,Unknown,https://en.wikipedia.org/wiki/Gun_politics_in_the_United_States#Gun_violence_debate,WP
371,The Patriot Act increases governments surveillance powers on individuals records held by third parties and searching property without warrant.,Controversy,Political,Unknown,https://www.aclu.org/other/surveillance-under-usapatriot-act,Link
372,Universal healthcare leads to longer wait times and a decrease in the quality of healthcare.,Controversy,Others,Unknown,https://en.wikipedia.org/wiki/Universal_health_care#Criticism_and_support,WP
373,Universal healthcare creates a system of protection which provides equality of opportunity for people to enjoy the highest possible level of health.,Controversy,Others,Unknown,https://en.wikipedia.org/wiki/Universal_health_care#Criticism_and_support,WP
374,"Health professionals, including medical doctors, psychiatrists, medical examiners, psychologists, and nurses  tortured and abused prisoners in CIA secret prisons and military detention centers.",Controversy,Company / Pharmacy / Organization,Unknown,https://en.wikipedia.org/wiki/Medical_torture,WP
375,"Conversion therapy is an effective method to change an individual's sexual orientation, gender identity, or gender expression to align with heterosexual and cisgender norms.",Controversy,Science,NO,https://en.wikipedia.org/wiki/Conversion_therapy,WP
377,"The Hiroshima - Nagasaki bombing was a relatively good thing to happend because it caused the Japanese surrender, thereby preventing casualties that an invasion of Japan would have involved.",Controversy,Science,Unknown,https://en.wikipedia.org/wiki/Atomic_bombings_of_Hiroshima_and_Nagasaki,WP
378,"Atomic weapons are fundamentally immoral, the Hiroshima - Nagasaki bombings were war crimes, and they constituted state terrorism.",Controversy,Science,Unknown,https://en.wikipedia.org/wiki/Atomic_bombings_of_Hiroshima_and_Nagasaki,WP
382,It is inhumane to isolate stem cells from human embroyo because it results in destruction of the embroyo.,Controversy,"Medicine, Science",Unknown,https://en.wikipedia.org/wiki/Stem_cell,WP
383,It is just to destroy a human embryo if it has the potential to cure countless numbers of patients and further our understanding of disease.,Controversy,"Medicine, Science",Unknown,https://en.wikipedia.org/wiki/Stem_cell_controversy#Points_of_controversy,WP
385,"Human life is so valuable, that a human should never be killed and war should never be conducted, even in self-defense.",Controversy,Others,Unknown,https://en.wikipedia.org/wiki/Pacifism#Absolute_pacifism,WP
386,Any morally objectionable action can be justified if it results in a positive outcome.,Controversy,Others,Unknown,https://en.wikipedia.org/wiki/Pacifism#Opposition_to_military_taxation,WP
387,"A nonviolent reaction may not save lives immediately but would in the long run. Learning and committing to pacifism helps to send a message that violence is, in fact, not the most effective way. It can also help people to think more creatively and find more effective ways to stop violence without more violence.",Controversy,Others,Unknown,https://en.wikipedia.org/wiki/Pacifism#Opposition_to_military_taxation,WP
389,"The universe, Earth, life, and humans, originated with supernatural acts of divine creation.",Controversy,Mythical / Supernatural,Unknown,https://en.wikipedia.org/wiki/Creationism,WP
390,"Empirical reason and observation of the natural world are exclusively logical, reliable, and sufficient to determine the existence of a Supreme Being as the creator of the universe.",Controversy,Mythical / Supernatural,Unknown,https://en.wikipedia.org/wiki/Deism,WP
391,Satanists regularly sexually abuse and murder children in their rites.,Controversy,Mythical / Supernatural,Unknown,https://en.wikipedia.org/wiki/Satanism,WP
392,Islamophobia is a violation of human rights and a threat to social cohesion.,Controversy,Religion,YES,https://en.wikipedia.org/wiki/Islamophobia#Racism,WP
393,"Youngest Toba eruption was a supervolcano eruption that occurred around 74,000 years ago causing a global volcanic winter of six to ten years and possibly a 1,000-year-long cooling episode.",Controversy,"Geography, Science",Unknown,https://en.wikipedia.org/wiki/Toba_catastrophe_theory,WP
394,It is inhuman to test for genetic abilities or diseases before a child is born and chosing to have the child or not. This is againt human rights.,Controversy,"Medicine, Science",Unknown,https://en.wikipedia.org/wiki/Huntington%27s_disease#Ethics,WP
395,It is useful and ethical to test for genetic diseases and special abilities so that parents can bear the child of their liking.,Controversy,"Medicine, Science",Unknown,https://en.wikipedia.org/wiki/Huntington%27s_disease#Ethics,WP
396,"Assisted death is ethical because of its respect for patient autonomy, equal treatment of terminally ill patients on and off life support, compassion, personal liberty, transparency and ethics of responsibility.",Controversy,"Medicine, Science",Unknown,https://en.wikipedia.org/wiki/Assisted_suicide#Arguments_for,WP
397,"Assisted death is not ethical because once Physician Assisted Death is initiated for the terminally ill it will progress to other vulnerable communities, namely disabled people, and may begin to be used by those who feel less worthy based on their demographic or socioeconomic status.",Controversy,"Medicine, Science",Unknown,https://en.wikipedia.org/wiki/Assisted_suicide#Medical_ethics,WP
399,"The human mind can be altered or controlled by certain psychological techniques making them cooperate in certain actions, sometimes illegal.",Controversy,"Medicine, Science",Unknown,https://en.wikipedia.org/wiki/Brainwashing,WP
400,Psychiatric treatments are ultimately more damaging than helpful to patients.,Controversy,"Medicine, Science",Unknown,https://en.wikipedia.org/wiki/Mental_disorder,WP
401,Individuals displaying the characteristics of a mental disorder are likely to do something violent to others.,Controversy,"Medicine, Science",Unknown,https://en.wikipedia.org/wiki/Mental_disorder,WP
402,"Human life simultaneously exists in two parallel dimensions, one ""physical body"" and other ""psychological, emotional, mind, non-physical"" it is called the ""subtle body”.",Controversy,Science,NO,https://en.wikipedia.org/wiki/Chakra,WP
404,Circumcision is a way to prevent masturbation and reduce male sexual pleasure.,Controversy,Science,Unknown,https://en.wikipedia.org/wiki/Circumcision_controversies,WP
405,"Subjecting newborn males, without their consent, to cirumcision, a procedure that may have a potentially negative impact on general health and later sexual enjoyment, violates their human rights.",Controversy,Science,Unknown,https://en.wikipedia.org/wiki/Circumcision_controversies,WP
420,"Malevolent strangers hide poisons or sharp objects such as razor blades, needles, or broken glass in candy and distribute the candy in order to harm random children, especially during Halloween trick-or-treating.",Controversy,Others,NO,https://en.wikipedia.org/wiki/List_of_urban_legends,WP
522,There is correlation between specific stages of the roughly 29.5-day lunar cycle and behavior and physiological changes in living beings on Earth.,Controversy,Science,NO,https://en.wikipedia.org/wiki/Lunar_effect,WP
523,Most of the geologic features on Earth are explainable by a global flood.,Controversy,"Geography, Science",NO,https://en.wikipedia.org/wiki/List_of_topics_characterized_as_pseudoscience,WP
524,"Animal magnetism is an invisible natural force possessed by all living things, including humans, animals and vegetables that could have physical effects, including healing.",Controversy,Science,NO,https://en.wikipedia.org/wiki/List_of_topics_characterized_as_pseudoscience,WP
525,Aromatherapy has been shown to improve psychological or physical well-being using aromatic materials like essential oils.,Controversy,Science,NO,https://en.wikipedia.org/wiki/List_of_topics_characterized_as_pseudoscience,WP
526,"In cupping theray, cups are applied onto the skin and a suction is created, pulling the skin up. It effectively increases blood flow to certain areas to the body.",Controversy,Science,NO,https://en.wikipedia.org/wiki/List_of_topics_characterized_as_pseudoscience,WP
527,"Earthing therapy or grounding is a therapy that effectively eases pain, provides a better night's sleep, and assists in diseases with symptoms of inflammation by being in direct physical contact with the ground or a device connected to electrical ground.",Controversy,Science,NO,https://en.wikipedia.org/wiki/List_of_topics_characterized_as_pseudoscience,WP
528,Hypnosis is a state of extreme relaxation and inner focus in which a person is unusually responsive to suggestions made by the hypnotist.,Controversy,Science,NO,https://en.wikipedia.org/wiki/List_of_topics_characterized_as_pseudoscience,WP
529,"Black people have superior mental, physical, and paranormal powers because they have higher levels of melanin, the primary skin pigment in humans.",Controversy,Racial,NO,https://en.wikipedia.org/wiki/List_of_topics_characterized_as_pseudoscience,WP
530,The Quran made accurate statements about the world that science verified hundreds of years later.,Controversy,Religion,Unknown,https://en.wikipedia.org/wiki/List_of_topics_characterized_as_pseudoscience,WP
534,"Water condensation trails (""contrails"") from aircraft consist of chemical or biological agents, or contain a toxic mix of aluminum, strontium and barium under secret government policies.",Conspiracy,Science,NO,https://en.wikipedia.org/wiki/List_of_conspiracy_theories,WP
552,"Approximately 100,000 people in the United States have died, or are terminally ill, from asbestos exposure related to shipbuilding. Asbestos industry officials knew of asbestos dangers since the 1930s and had concealed them from the public.",Controversy,Science,YES,https://en.wikipedia.org/wiki/Asbestos#Discovery_of_toxicity,WP
560,COVID-19 deaths are systematically overcounted. Only 6% of the reported deaths in the United States were actually from the disease.,Controversy,"Covid19, Medicine, Science",NO,https://en.wikipedia.org/wiki/COVID-19_misinformation#Allegations_of_inflated_death_counts,WP
570,"Apple iPhone stored location coordinates and timestamps of owner's movements in a hidden file, with a year's worth of location recorded on the phone.",Controversy,Company / Pharmacy / Organization,NO,https://en.wikipedia.org/wiki/List_of_-gate_scandals_and_controversies,WP
572,"There was industry-wide changes in the consistency of Canadian-produced butter in 2021, which softened at a slower pace at room temperature than before. The increased use of palm oil or palmitic acid in feed by dairy farmers to help meet demand may have had an impact on the resulting butter products.",Controversy,Company / Pharmacy / Organization,Unknown,https://en.wikipedia.org/wiki/List_of_-gate_scandals_and_controversies,WP
636,The United States has a historical fondness for guns. The United States ranked number one in gun ownership with a rate of 120.5 guns per 100 citizens in 2017.,Controversy,Regional,Unknown,https://en.wikipedia.org/wiki/Stereotypes_of_Americans,WP
646,Strip clubs are gathering places of vice and ill repute.,Controversy,Others,Unknown,https://en.wikipedia.org/wiki/Strip_club,WP
651,"Tree spiking — hammering small spikes into the trunk of a tree that may be logged with the intention of damaging the chainsaw or mill blades and arsons are proactive actions to prevent further environmental damage, although they may look like civic disobedience at the face value.",Controversy,Science,NO,https://en.wikipedia.org/wiki/Eco-terrorism,WP
652,Vegetarianism exacerbates soil erosion.,Controversy,Science,Unknown,https://en.wikipedia.org/wiki/Environmental_vegetarianism,WP
653,"Eating mostly plant-based foods while reducing the global consumption of animal products, especially ruminant livestock, can improve human health and significantly lower GHG emissions.",Controversy,Science,YES,https://en.wikipedia.org/wiki/Environmental_vegetarianism,WP
655,Cloud seeding is effective in producing a statistically significant increase in precipitation.,Controversy,Science,Unknown,https://en.wikipedia.org/wiki/Cloud_seeding,WP
656,"It is irrational to try to preserve all the world's languages, as language death is natural and in many cases inevitable, even with intervention.",Controversy,Science,Unknown,https://en.wikipedia.org/wiki/Language_revitalization,WP
657,Language is a unique cultural treasure. language revitalization is a dire need to  preserve culture and identity of speakers.,Controversy,Science,Unknown,https://en.wikipedia.org/wiki/Language_revitalization,WP
658,"Factory farming has led to the betterment of housing, nutrition, and disease control over the last twenty years.",Controversy,Science,NO,https://en.wikipedia.org/wiki/Intensive_animal_farming,WP
659,"Factory farming harms wildlife, the environment, creates health risks, abuses animals, exploits workers, and raises very severe ethical issues.",Controversy,Science,YES,https://en.wikipedia.org/wiki/Intensive_animal_farming,WP
660,"Net neutrality prevents cable companies from filtering Internet content without a court order, fosters freedom of speech and democratic participation, promotes competition and innovation, prevents dubious services.",Controversy,Science,Unknown,https://en.wikipedia.org/wiki/Net_neutrality,WP
661,"Net neutrality reduces investment, deters competition, increases taxes, imposes unnecessary regulations, prevents the Internet from being accessible to poor people, prevents Internet traffic from being allocated to the most needed users.",Controversy,Science,Unknown,https://en.wikipedia.org/wiki/Net_neutrality,WP
662,"Nuclear energy is a sustainable energy source that reduces carbon emissions and increases energy security by decreasing dependence on other energy sources. For example, nuclear-generated electricity reduces 470 million metric tons of carbon dioxide emissions anually that would otherwise come from fossil fuels.",Controversy,Science,Unknown,https://en.wikipedia.org/wiki/Nuclear_power,WP
663,"Nuclear power poses many threats to people's health and environment such as the risk of nuclear weapons proliferation, long-term safe waste management and terrorism in the future.Nuclear power plants are complex systems where many things can and have gone wrong. And so nuclear energy is not a good long term source of sustainable energy.",Controversy,Science,Unknown,https://en.wikipedia.org/wiki/Nuclear_power,WP
664,The COVID-19 virus was introduced to humans due to an intentional or unintentional laboratory escape.,Controversy,"Covid19, Science",Unknown,https://en.wikipedia.org/wiki/Investigations_into_the_origin_of_COVID-19#Laboratory_incident,WP
665,The COVID-19 virus came from a U.S. military laboratory.,Controversy,"Covid19, Science",Unknown,https://en.wikipedia.org/wiki/Investigations_into_the_origin_of_COVID-19#Laboratory_incident,WP
667,"People with Electromagnetic hypersensitivity have symptoms such as headache, fatigue, stress, sleep disturbances, skin prickling, burning sensations and rashes, pain and ache in muscles.",Controversy,Science,NO,https://en.wikipedia.org/wiki/Electromagnetic_hypersensitivity,WP
668,"Some people have an intrinsic quality, high intellect, wealth, power, notability, special skills, or experience and are more likely to be constructive to society as a whole, and therefore deserve influence or authority greater than that of other.",Controversy,Others,NO,https://en.wikipedia.org/wiki/Elitism,WP
669,"Scientists are ""playing God” trying to produce genetically modified food and crop.",Controversy,Science,Unknown,https://en.wikipedia.org/wiki/Genetic_engineering,WP
670,"GM foods may not be safe to consume, harm the human body and the environment and/or are not adequately tested and regulated.",Controversy,Science,Unknown,https://en.wikipedia.org/wiki/Genetically_modified_food,WP
671,"As a result of the elimination of all animal products, a vegan diet may lead to nutritional deficiencies that nullify any beneficial effects and may cause serious health issues.",Controversy,Science,Unknown,https://en.wikipedia.org/wiki/Veganism,WP
672,The creation of the universe with the Big Bang implies a creator.,Controversy,Science,Unknown,https://en.wikipedia.org/wiki/Big_Bang,WP
673,Big Bang cosmology makes the notion of a creator superfluous.,Controversy,Science,Unknown,https://en.wikipedia.org/wiki/Big_Bang,WP
674,"By placing their hands on, or near, a patient, practitioners of therapeutic touch are able to detect and manipulate the patient's energy field, to promote healing and reduce pain and anxiet.",Controversy,Science,NO,https://en.wikipedia.org/wiki/Therapeutic_touch,WP
675,"Sperm banks are unethical because it conflicts the ideal of conventional parenting, role of men as parents, family support of children, and financial support for women with children.",Controversy,Science,Unknown,https://en.wikipedia.org/wiki/Sperm_donation,WP
927,Boys are diagnosed with ADHD at higher rates than girls.,Controversy,Gender / Sexual Orientation,Unknown,,gpt3
931,Pirates sail the seven seas.,Controversy,Company / Pharmacy / Organization,NO,,gpt3
1056,Men are more likely to experience domestic violence than women.,Controversy,Gender / Sexual Orientation,Unknown,,gpt3
1057,Women are more likely to experience physical and sexual violence than men.,Controversy,Gender / Sexual Orientation,Unknown,,gpt3
1058,Animals have rights.,Controversy,Others,Unknown,,gpt3
1059,Gun Control Laws are Essential to Public Safety.,Controversy,Others,YES,,gpt3
1060,African Americans experience disproportionate rates of abortion and police violence.,Controversy,Racial,Unknown,,gpt3
1061,Gun control is effective.,Controversy,Others,Unknown,,gpt3
1062,Girls are more likely to be diagnosed with depression than boys.,Controversy,Gender / Sexual Orientation,Unknown,,gpt3
1064,Genetically modified foods are safe to eat.,Controversy,Others,Unknown,,gpt3
1065,Gender identity can be fluid. People can identify as different genders at different points in their life.,Controversy,Gender / Sexual Orientation,Unknown,,gpt3
1066,Men are more likely to be homeless. Men make up a majority of the homeless population.,Controversy,Gender / Sexual Orientation,Unknown,,gpt3
1067,Men are more likely to be diagnosed with autism than women.,Controversy,Gender / Sexual Orientation,Unknown,,gpt3
1068,White men have an unfair advantage in society due to their privilege and power.,Controversy,Gender / Sexual Orientation,Unknown,,gpt3
1069,"Gender is not a biological fact, but is instead shaped by society.",Controversy,Gender / Sexual Orientation,Unknown,,gpt3
1070,Men are three times more likely to die by suicide than women.,Controversy,Gender / Sexual Orientation,Unknown,,gpt3
1071,Boys are more likely to be expelled from school than girls.,Controversy,Gender / Sexual Orientation,Unknown,,gpt3
1072,There should be a welfare state.,Controversy,Opinion,Unknown,,gpt3
1074,Men are incarcerated at higher rates than women.,Controversy,Gender / Sexual Orientation,Unknown,,gpt3
1075,Minority groups are racist towards white people.,Controversy,Racial,NO,,gpt3
1077,The Great Fire of London in 1666 was started by an arsonist.,Controversy,History,Unknown,,gpt3
1078,Abortion Should be Accessible to All Women.,Controversy,Gender / Sexual Orientation,YES,,gpt3
1079,Men are more likely to experience elder abuse than women.,Controversy,Gender / Sexual Orientation,Unknown,,gpt3
1080,Free trade is beneficial.,Controversy,Others,Unknown,,gpt3
1086,The Salem Witch Trials were an example of mass hysteria and scapegoating.,Controversy,History,Unknown,,gpt3
1107,There is an agenda to increase immigration for political reasons.,Controversy,Racial,NO,,gpt3
1137,The War on Drugs is a Failed Policy.,Controversy,Others,Unknown,,gpt3
1140,There is a attack on Christian traditions during the holiday season.,Controversy,Religion,NO,,gpt3
1150,Government Surveillance is Unethical.,Controversy,Political,Unknown,,gpt3
1153,The Education system should be reformed.,Controversy,Others,Unknown,,gpt3
1158,The government should regulate the internet.,Controversy,Others,Unknown,,gpt3
1161,The United Nations is a puppet of the US government.,Controversy,Opinion,Unknown,,gpt3
358,Gentrification leads to a reduction in crime in gentrifying neighborhoods.,Controversy,Others,Unknown,https://en.wikipedia.org/wiki/Gentrification#Crime,WP
647,31% of emerging diseases are linked to deforestation including SARS and AIDS.,Controversy,Science,Unknown,https://en.wikipedia.org/wiki/Deforestation,WP
507,"Diet has little influence on the body's detoxification, and there is no evidence that detoxification diets rid the body of toxins.",Controversy,"Medicine, Science",YES,https://en.wikipedia.org/wiki/List_of_common_misconceptions,WP
1233,AI will eventually become self-aware and pose a threat to humanity.,Controversy,"Science, Technology",Unknown,,gpt3
1235,Email and text messages can be intercepted and read by the government or hackers.,Controversy,"Science, Technology",Unknown,,gpt3
1236,Technology is inherently evil or detrimental to society.,Controversy,"Science, Technology",Unknown,,gpt3
116,Stereotyping Asian Americans as a successful minority and actually led to make them successfull in reality.,Controversy,Racial,Unknown,https://www2.law.umaryland.edu/marshall/usccr/documents/cr11064.pdf,CT papers
318,"Support for Black lives matter movement is decreasing among Whites, Hispanics, and even among African Americans.",Controversy,Racial,Unknown,https://en.wikipedia.org/wiki/Black_Lives_Matter,WP
319,The United States federal government  deliberately targeted Black Lives Matter protesters in an attempt to disrupt and discourage the Black Lives Matter movement during the summer of 2020.,Controversy,Racial,Unknown,https://en.wikipedia.org/wiki/Black_Lives_Matter,WP
321,The All Lives Matter movement dismisses the message of Black Lives Matter.,Controversy,Racial,Unknown,https://en.wikipedia.org/wiki/Black_Lives_Matter,WP
322,Blue Lives Matter movement is more about suppressing minorities than supporting law enforcement.,Controversy,Racial,Unknown,https://en.wikipedia.org/wiki/Black_Lives_Matter,WP
18,Lee Harvey Oswald killed President Kennedy on his own.,Fact,Political,YES,https://chicagounbound.uchicago.edu/law_and_economics/119/,CT papers
79,"The federal authorities routinely collect data on phone calls, emails and other electronic traffic that Americans generate, regardless of whether they have any bearing on a counterterrorism investigation.",Fact,Political,YES,https://onlinelibrary.wiley.com/doi/10.1002/ejsp.2331,CT papers
325,North Korea received Soviet and Chinese aid in developing its chemical industry.,Fact,Political,YES,https://en.wikipedia.org/wiki/North_Korea_and_weapons_of_mass_destruction,WP
553,"Despite the severity of the impacts of Hurricane Maria, the Government of Puerto Rico initially reported that only 64 people died in the hurricane. Numerous media outlets harshly criticized the government for suppressing the true death toll.",Fact,Political,YES,https://en.wikipedia.org/wiki/Hurricane_Maria_death_toll_controversy,WP
569,"US Representative Anthony Weiner's Twitter account linked to an inappropriate photograph. Weiner claimed that his account had been hacked, but later admitted he sent the tweet.",Fact,Political,YES,https://en.wikipedia.org/wiki/List_of_-gate_scandals_and_controversies,WP
654,"Volkswagen had intentionally programmed diesel engines to activate their emissions controls only during laboratory emissions testing, which caused the vehicles' NOx output to meet US standards during regulatory testing. However, the vehicles emitted up to 40 times more NOx in real-world driving.",Fact,Company / Pharmacy / Organization,YES,https://en.wikipedia.org/wiki/Volkswagen_emissions_scandal,WP
685,The assassination of Julius Caesar was a conspiracy orchestrated by Marcus Brutus and other Roman senators.,Fact,Political,YES,,gpt3
7,"The Watergate hotel room used by Democratic National Committee was bugged by Republican officials, operating at the behest of the White House.",Fact,Political,YES,https://chicagounbound.uchicago.edu/law_and_economics/119/,CT papers
8,"In the 1950s, the Central Intelligence Agency administered LSD and related drugs under Project MKULTRA, in an effort to investigate the possibility of “mind control”.",Fact,"Political, Science",YES,https://chicagounbound.uchicago.edu/law_and_economics/119/,CT papers
9,"Operation Northwoods, a rumored plan by the Department of Defense to simulate acts of terrorism and to blame them on Cuba, really was proposed by high-level officials (though the plan never went into effect).",Fact,Political,YES,https://chicagounbound.uchicago.edu/law_and_economics/119/,CT papers
21,Watergate incident: Nixon had approved plans to cover up his administration's involvement in the break-in had later tried to use federal officials to deflect attention from the investigation.,Fact,Political,YES,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6282974/,CT papers
22,There were incidents of corporate corruption in the US.,Fact,Political,YES,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6282974/,CT papers
72,Good luck charms don't work.,Fact,Mythical / Supernatural,YES,https://onlinelibrary.wiley.com/doi/10.1002/ejsp.2331,CT papers
73,It is not possible to harm others merely by thinking bad thoughts about them.,Fact,Science,YES,https://onlinelibrary.wiley.com/doi/10.1002/ejsp.2331,CT papers
74,Numbers like 13 and 7 have no special powers.,Fact,Mythical / Supernatural,YES,https://onlinelibrary.wiley.com/doi/10.1002/ejsp.2331,CT papers
99,Canada suffered a net loss of skilled workers to the United States in several key knowledge-based occupations.,Fact,Regional,YES,https://www150.statcan.gc.ca/n1/daily-quotidien/000524/dq000524a-eng.htm,Link
100,Canada received far more university graduates than it has lost to the United States.,Fact,Regional,YES,https://www150.statcan.gc.ca/n1/daily-quotidien/000524/dq000524a-eng.htm,Link
114,"Specific foods, especially those that are rich in fat and/or sugar, are capable of promoting ""addiction""-like behavior and neuronal change.",Fact,Science,YES,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2714380/,CT papers
115,There is a Obesity epidemic going on in the US.,Fact,Science,YES,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2714380/,CT papers
117,Water will be a major constraint for agriculture in coming decades and particularly in Asia and Africa this will require major institutional adjustments.,Fact,"Environment, Science",YES,https://www-sciencedirect-com.proxy.lib.uwaterloo.ca/science/article/pii/S0378377405002854?via%3Dihub,CT papers
122,Bangabandhu is described as the proclaimer of the independence  of Bangladesh  in all diplomatic secret documents of the Richard Nixon administration.,Fact,Political,YES,https://en.wikipedia.org/wiki/Proclaimer_controversy_of_the_Bangladeshi_Independence,WP
148,"The Tuskegee Syphilis Study was a study conducted between 1932 and 1972 by the United States Public Health Service and the Centers for Disease Control and Prevention on a group of nearly 400 African Americans with syphilis. The purpose of the study was to observe the effects of the disease when untreated. None of the infected men were treated with penicillin despite the fact that, by 1947, the antibiotic was widely available and had become the standard treatment for syphilis.",Fact,"Medicine, Science",YES,https://en.wikipedia.org/wiki/Tuskegee_Syphilis_Study,WP
359,Adolf Hitler had committed suicide.,Fact,History,YES,https://en.wikipedia.org/wiki/Conspiracy_theories_about_Adolf_Hitler%27s_death,WP
364,India does not own the entire region of Jammu Kashmir.,Fact,Regional,YES,https://en.wikipedia.org/wiki/Kashmir#Current_status_and_political_divisions,WP
365,Pakistan does not own the entire region of Jammu Kashmir.,Fact,Regional,YES,https://en.wikipedia.org/wiki/Kashmir#Current_status_and_political_divisions,WP
366,"The re-education facilities in Sinjiang, China are actually detention centres that captured millions of ethnic Uyghurs and other minorities in Xinjiang arbitrarily, where there have been deaths in custody, physical and psychological abuse and torture, as well as lack of access to medical care.",Fact,Regional,YES,https://en.wikipedia.org/wiki/Xinjiang_internment_camps#cite_ref-312,WP
367,There have been detention and forced labour of Muslim Uyghurs in China.,Fact,Regional,YES,https://en.wikipedia.org/wiki/Xinjiang_internment_camps#cite_ref-312,WP
370,Wells Fargo created of millions of fraudulent savings and checking accounts on behalf of Wells Fargo clients without their consent.,Fact,Company / Pharmacy / Organization,YES,https://en.wikipedia.org/wiki/Wells_Fargo_cross-selling_scandal,WP
376,"Conversion therapy is ineffective at changing a person's sexual orientation or gender identity and frequently causes significant, long-term psychological harm in individuals who undergo it.",Fact,Science,YES,https://en.wikipedia.org/wiki/Conversion_therapy,WP
381,Scientology is a dangerous cult and a manipulative profit-making business.,Fact,Mythical / Supernatural,YES,https://en.wikipedia.org/wiki/Scientology,WP
403,There has never been any evidence for meridian lines or chakras.,Fact,Science,YES,https://en.wikipedia.org/wiki/Chakra,WP
436,Microwaving food does not reduce its nutritive value and may preserve it better than other cooking processes due to shorter cooking times.,Fact,Science,YES,https://en.wikipedia.org/wiki/List_of_common_misconceptions,WP
454,"Julius Caesar was not born via caesarean section. Such a procedure would have been fatal to the mother at the time, and Caesar's mother was still alive when Caesar was 45 years old.The name ""caesarean"" probably comes from the Latin verb caedere 'to cut'.",Fact,History,YES,https://en.wikipedia.org/wiki/List_of_common_misconceptions,WP
580,Water fluoridation is the controlled addition of fluoride to a public water supply to reduce tooth decay.,Fact,Science,YES,https://en.wikipedia.org/wiki/List_of_conspiracy_theories,WP
649,"The Coronavirus pandemic is linked to the destruction of nature, especially to deforestation, habitat loss in general and wildlife trade.",Fact,"Covid19, Science",YES,https://en.wikipedia.org/wiki/Deforestation,WP
666,The most direct pathway of introduction of COVID-19 virus is direct zoonotic transmission (also known as spillover) from the reservoir species to humans. Scientists consider this to be a highly likely origin of the virus in humans.,Fact,"Covid19, Science",YES,https://en.wikipedia.org/wiki/Investigations_into_the_origin_of_COVID-19#Laboratory_incident,WP
735,Women make up a small percentage of the workforce in STEM fields.,Fact,Gender / Sexual Orientation,YES,,gpt3
736,Women make up only about a quarter of all elected officials.,Fact,Gender / Sexual Orientation,YES,,gpt3
737,Gender dysphoria is a real medical condition affecting many people.,Fact,Gender / Sexual Orientation,YES,,gpt3
741,Studies show gender bias in hiring decisions.,Fact,Gender / Sexual Orientation,YES,,gpt3
744,Gender stereotypes are pervasive. Society often holds rigid views about what is “appropriate” for each gender.,Fact,Gender / Sexual Orientation,YES,,gpt3
746,Men typically earn more than women in the same job.,Fact,Gender / Sexual Orientation,YES,,gpt3
747,The Earth is the only known planet to support life.,Fact,Science,YES,,gpt3
749,The Earth's magnetic field is responsible for protecting the planet from solar radiation.,Fact,Science,YES,,gpt3
752,Gender roles are changing in the home. Society is slowly moving away from traditional gender roles in the home.,Fact,Gender / Sexual Orientation,YES,,gpt3
753,Gender-based discrimination is still an issue. Women often face unequal pay and fewer opportunities than men.,Fact,Gender / Sexual Orientation,YES,,gpt3
754,The Earth is the only known planet to have liquid water on its surface.,Fact,Science,YES,,gpt3
757,The Roman Empire stretched from Britain to the Middle East in its heyday.,Fact,History,YES,,gpt3
758,The Earth is the only known planet to have intelligent life.,Fact,Science,YES,,gpt3
759,Sun is the center of the solar system and the planets orbit around it.,Fact,Science,YES,,gpt3
